date,그림판매
2020-08-31,63.2
2020-09-01,54.4
2020-09-02,48.0
2020-09-03,38.4
2020-09-04,31.2
2020-09-05,27.2
2020-09-06,37.6
2020-09-07,66.4
2020-09-08,46.4
2020-09-09,31.2
2020-09-10,48.0
2020-09-11,43.2
2020-09-12,51.2
2020-09-13,43.2
2020-09-14,59.2
2020-09-15,48.8
2020-09-16,42.4
2020-09-17,39.2
2020-09-18,37.6
2020-09-19,38.4
2020-09-20,40.0
2020-09-21,40.79999
2020-09-22,31.2
2020-09-23,39.2
2020-09-24,54.4
2020-09-25,43.2
2020-09-26,36.0
2020-09-27,32.8
2020-09-28,35.2
2020-09-29,34.39999
2020-09-30,25.6
2020-10-01,48.8
2020-10-02,51.2
2020-10-03,50.4
2020-10-04,52.8
2020-10-05,38.4
2020-10-06,60.0
2020-10-07,51.2
2020-10-08,64.0
2020-10-09,41.6
2020-10-10,54.4
2020-10-11,65.6
2020-10-12,50.4
2020-10-13,40.79999
2020-10-14,57.6
2020-10-15,50.4
2020-10-16,36.8
2020-10-17,40.79999
2020-10-18,50.4
2020-10-19,55.2
2020-10-20,57.6
2020-10-21,46.4
2020-10-22,44.0
2020-10-23,52.0
2020-10-24,38.4
2020-10-25,44.0
2020-10-26,36.0
2020-10-27,53.6
2020-10-28,43.2
2020-10-29,35.2
2020-10-30,36.8
2020-10-31,39.2
2020-11-01,48.8
2020-11-02,47.2
2020-11-03,42.4
2020-11-04,29.6
2020-11-05,48.0
2020-11-06,52.0
2020-11-07,61.6
2020-11-08,61.6
2020-11-09,60.0
2020-11-10,47.2
2020-11-11,54.4
2020-11-12,56.0
2020-11-13,36.8
2020-11-14,44.8
2020-11-15,56.79999
2020-11-16,57.6
2020-11-17,59.2
2020-11-18,56.79999
2020-11-19,48.8
2020-11-20,43.2
2020-11-21,40.0
2020-11-22,56.79999
2020-11-23,72.0
2020-11-24,40.0
2020-11-25,49.6
2020-11-26,40.79999
2020-11-27,48.0
2020-11-28,29.6
2020-11-29,52.0
2020-11-30,49.6
2020-12-01,35.2
2020-12-02,47.2
2020-12-03,51.2
2020-12-04,39.2
2020-12-05,58.4
2020-12-06,39.2
2020-12-07,42.4
2020-12-08,53.6
2020-12-09,48.0
2020-12-10,42.4
2020-12-11,51.2
2020-12-12,52.8
2020-12-13,48.0
2020-12-14,61.6
2020-12-15,58.4
2020-12-16,55.2
2020-12-17,56.79999
2020-12-18,52.8
2020-12-19,45.6
2020-12-20,48.8
2020-12-21,72.0
2020-12-22,57.6
2020-12-23,51.2
2020-12-24,46.4
2020-12-25,44.8
2020-12-26,56.79999
2020-12-27,67.2
2020-12-28,68.0
2020-12-29,47.2
2020-12-30,60.0
2020-12-31,62.4
2021-01-01,60.0
2021-01-02,69.59999
2021-01-03,59.2
2021-01-04,55.2
2021-01-05,71.2
2021-01-06,45.6
2021-01-07,45.6
2021-01-08,21.6
2021-01-09,40.0
2021-01-10,68.0
2021-01-11,49.6
2021-01-12,59.2
2021-01-13,58.4
2021-01-14,53.6
2021-01-15,59.2
2021-01-16,80.8
2021-01-17,83.2
2021-01-18,53.6
2021-01-19,72.8
2021-01-20,68.79999
2021-01-21,50.4
2021-01-22,41.6
2021-01-23,49.6
2021-01-24,52.8
2021-01-25,56.79999
2021-01-26,67.2
2021-01-27,50.4
2021-01-28,61.6
2021-01-29,52.0
2021-01-30,48.0
2021-01-31,62.4
2021-02-01,62.4
2021-02-02,48.8
2021-02-03,51.2
2021-02-04,54.4
2021-02-05,40.0
2021-02-06,60.8
2021-02-07,76.0
2021-02-08,88.0
2021-02-09,69.59999
2021-02-10,52.8
2021-02-11,53.6
2021-02-12,40.79999
2021-02-13,45.6
2021-02-14,52.0
2021-02-15,57.6
2021-02-16,58.4
2021-02-17,50.4
2021-02-18,42.4
2021-02-19,48.8
2021-02-20,48.0
2021-02-21,44.0
2021-02-22,52.0
2021-02-23,44.0
2021-02-24,57.6
2021-02-25,37.6
2021-02-26,52.0
2021-02-27,55.2
2021-02-28,57.6
2021-03-01,100.0
2021-03-02,37.6
2021-03-03,50.4
2021-03-04,51.2
2021-03-05,54.4
2021-03-06,37.6
2021-03-07,43.2
2021-03-08,56.79999
2021-03-09,61.6
2021-03-10,65.6
2021-03-11,57.6
2021-03-12,46.4
2021-03-13,58.4
2021-03-14,67.2
2021-03-15,48.8
2021-03-16,46.4
2021-03-17,40.0
2021-03-18,54.4
2021-03-19,68.0
2021-03-20,69.59999
2021-03-21,48.0
2021-03-22,39.2
2021-03-23,57.6
2021-03-24,44.0
2021-03-25,48.8
2021-03-26,48.0
2021-03-27,40.79999
2021-03-28,62.4
2021-03-29,63.2
2021-03-30,55.2
2021-03-31,40.79999
2021-04-01,55.2
2021-04-02,37.6
2021-04-03,42.4
2021-04-04,48.0
2021-04-05,48.0
2021-04-06,48.0
2021-04-07,52.8
2021-04-08,50.4
2021-04-09,56.0
2021-04-10,56.0
2021-04-11,55.2
2021-04-12,75.2
2021-04-13,52.8
2021-04-14,56.0
2021-04-15,66.4
2021-04-16,53.6
2021-04-17,75.2
2021-04-18,54.4
2021-04-19,57.6
2021-04-20,52.8
2021-04-21,84.8
2021-04-22,40.0
2021-04-23,51.2
2021-04-24,64.8
2021-04-25,56.79999
2021-04-26,47.2
2021-04-27,46.4
2021-04-28,44.8
2021-04-29,52.8
2021-04-30,29.6
2021-05-01,37.6
2021-05-02,34.39999
2021-05-03,43.2
2021-05-04,57.6
2021-05-05,42.4
2021-05-06,40.0
2021-05-07,40.0
2021-05-08,40.79999
2021-05-09,39.2
2021-05-10,47.2
2021-05-11,49.6
2021-05-12,57.6
2021-05-13,48.8
2021-05-14,41.6
2021-05-15,58.4
2021-05-16,65.6
2021-05-17,67.2
2021-05-18,41.6
2021-05-19,36.8
2021-05-20,52.0
2021-05-21,47.2
2021-05-22,28.8
2021-05-23,59.2
2021-05-24,40.79999
2021-05-25,43.2
2021-05-26,38.4
2021-05-27,45.6
2021-05-28,39.2
2021-05-29,44.0
2021-05-30,48.0
2021-05-31,59.2
2021-06-01,64.0
2021-06-02,50.4
2021-06-03,45.6
2021-06-04,43.2
2021-06-05,36.8
2021-06-06,56.79999
2021-06-07,59.2
2021-06-08,53.6
2021-06-09,54.4
2021-06-10,63.2
2021-06-11,60.0
2021-06-12,47.2
2021-06-13,70.4
2021-06-14,35.2
2021-06-15,39.2
2021-06-16,38.4
2021-06-17,56.0
2021-06-18,50.4
2021-06-19,53.6
2021-06-20,54.4
2021-06-21,38.4
2021-06-22,66.4
2021-06-23,70.4
2021-06-24,28.0
2021-06-25,52.8
2021-06-26,64.8
2021-06-27,43.2
2021-06-28,44.0
2021-06-29,48.0
2021-06-30,49.6
2021-07-01,46.4
2021-07-02,37.6
2021-07-03,32.0
2021-07-04,57.6
2021-07-05,45.6
2021-07-06,56.79999
2021-07-07,35.2
2021-07-08,59.2
2021-07-09,47.2
2021-07-10,41.6
2021-07-11,48.0
2021-07-12,68.0
2021-07-13,57.6
2021-07-14,44.8
2021-07-15,44.8
2021-07-16,48.0
2021-07-17,66.4
2021-07-18,46.4
2021-07-19,45.6
2021-07-20,52.0
2021-07-21,57.6
2021-07-22,44.0
2021-07-23,41.6
2021-07-24,36.8
2021-07-25,36.0
2021-07-26,51.2
2021-07-27,56.0
2021-07-28,51.2
2021-07-29,71.2
2021-07-30,50.4
2021-07-31,32.8
2021-08-01,62.4
2021-08-02,63.2
2021-08-03,74.4
2021-08-04,54.4
2021-08-05,57.6
2021-08-06,53.6
2021-08-07,45.6
2021-08-08,63.2
2021-08-09,46.4
2021-08-10,55.2
2021-08-11,66.4
2021-08-12,60.8
2021-08-13,44.8
2021-08-14,51.2
2021-08-15,69.59999
2021-08-16,64.0
2021-08-17,52.0
2021-08-18,48.8
2021-08-19,51.2
2021-08-20,52.0
2021-08-21,54.4
2021-08-22,66.4
2021-08-23,67.2
2021-08-24,59.2
2021-08-25,51.2
2021-08-26,46.4
2021-08-27,43.2
2021-08-28,44.0
2021-08-29,56.79999
2021-08-30,52.0
2021-08-31,43.2
2021-09-01,49.6
2021-09-02,35.2
2021-09-03,52.8
2021-09-04,52.0
2021-09-05,55.2
2021-09-06,56.79999
2021-09-07,44.8
2021-09-08,61.6
2021-09-09,48.0
2021-09-10,43.2
2021-09-11,44.0
2021-09-12,37.6
2021-09-13,54.4
2021-09-14,56.79999
2021-09-15,49.6
2021-09-16,44.8
2021-09-17,43.2
2021-09-18,41.6
2021-09-19,36.0
2021-09-20,51.2
2021-09-21,40.0
2021-09-22,48.8
2021-09-23,50.4
2021-09-24,52.8
2021-09-25,41.6
2021-09-26,62.4
2021-09-27,59.2
2021-09-28,57.6
2021-09-29,58.4
2021-09-30,82.4
2021-10-01,59.2
2021-10-02,57.6
2021-10-03,73.6
2021-10-04,66.4
2021-10-05,48.0
2021-10-06,66.4
2021-10-07,43.2
2021-10-08,48.0
2021-10-09,43.2
2021-10-10,59.2
2021-10-11,56.0
2021-10-12,52.0
2021-10-13,52.8
2021-10-14,44.0
2021-10-15,47.2
2021-10-16,48.8
2021-10-17,59.2
2021-10-18,55.2
2021-10-19,49.6
2021-10-20,42.4
2021-10-21,44.0
2021-10-22,36.0
2021-10-23,40.0
2021-10-24,40.79999
2021-10-25,38.4
2021-10-26,52.8
2021-10-27,49.6
2021-10-28,40.0
2021-10-29,35.2
2021-10-30,54.4
2021-10-31,40.79999
2021-11-01,56.0
2021-11-02,59.2
2021-11-03,56.0
2021-11-04,59.2
2021-11-05,47.2
2021-11-06,33.6
2021-11-07,53.6
2021-11-08,55.2
2021-11-09,72.0
2021-11-10,44.8
2021-11-11,42.4
2021-11-12,69.59999
2021-11-13,50.4
2021-11-14,53.6
2021-11-15,35.2
2021-11-16,65.6
2021-11-17,49.6
2021-11-18,44.0
2021-11-19,56.79999
2021-11-20,54.4
2021-11-21,60.0
2021-11-22,47.2
2021-11-23,69.59999
2021-11-24,43.2
2021-11-25,42.4
2021-11-26,49.6
2021-11-27,79.2
2021-11-28,70.4
2021-11-29,70.4
2021-11-30,70.4
2021-12-01,58.4
2021-12-02,37.6
2021-12-03,65.6
2021-12-04,59.2
2021-12-05,65.6
2021-12-06,75.2
2021-12-07,76.0
2021-12-08,87.2
2021-12-09,71.2
2021-12-10,52.8
2021-12-11,60.0
2021-12-12,70.4
2021-12-13,77.6
2021-12-14,58.4
2021-12-15,50.4
2021-12-16,50.4
2021-12-17,45.6
2021-12-18,61.6
2021-12-19,60.0
2021-12-20,82.4
2021-12-21,58.4
2021-12-22,71.2
2021-12-23,48.8
2021-12-24,58.4
2021-12-25,46.4
2021-12-26,46.4
2021-12-27,59.2
2021-12-28,58.4
2021-12-29,62.4
2021-12-30,41.6
2021-12-31,47.2
2022-01-01,64.0
2022-01-02,68.79999
2022-01-03,76.8
2022-01-04,64.8
2022-01-05,65.6
2022-01-06,81.59999
2022-01-07,71.2
2022-01-08,76.8
2022-01-09,76.0
2022-01-10,54.4
2022-01-11,76.8
2022-01-12,59.2
2022-01-13,59.2
2022-01-14,60.0
2022-01-15,53.6
2022-01-16,97.6
2022-01-17,56.79999
2022-01-18,59.2
2022-01-19,51.2
2022-01-20,48.0
2022-01-21,63.2
2022-01-22,56.0
2022-01-23,69.59999
2022-01-24,56.79999
2022-01-25,58.4
2022-01-26,71.2
2022-01-27,68.79999
2022-01-28,48.8
2022-01-29,48.8
2022-01-30,66.4
2022-01-31,52.8
2022-02-01,68.0
2022-02-02,76.8
2022-02-03,73.6
2022-02-04,80.8
2022-02-05,79.2
2022-02-06,65.6
2022-02-07,88.8
2022-02-08,62.4
2022-02-09,89.6
2022-02-10,74.4
2022-02-11,57.6
2022-02-12,72.0
2022-02-13,63.2
2022-02-14,72.0
2022-02-15,64.0
2022-02-16,65.6
2022-02-17,61.6
2022-02-18,58.4
2022-02-19,58.4
2022-02-20,46.4
2022-02-21,68.0
2022-02-22,62.4
2022-02-23,66.4
2022-02-24,54.4
2022-02-25,73.6
2022-02-26,70.4
2022-02-27,80.8
2022-02-28,51.2
2022-03-01,60.0
2022-03-02,58.4
2022-03-03,65.6
2022-03-04,56.79999
2022-03-05,77.6
2022-03-06,61.6
2022-03-07,52.0
2022-03-08,68.0
2022-03-09,56.79999
2022-03-10,48.0
2022-03-11,56.79999
2022-03-12,65.6
2022-03-13,88.0
2022-03-14,57.6
2022-03-15,68.0
2022-03-16,51.2
2022-03-17,51.2
2022-03-18,56.79999
2022-03-19,58.4
2022-03-20,64.8
2022-03-21,68.79999
2022-03-22,56.79999
2022-03-23,52.0
2022-03-24,60.0
2022-03-25,52.0
2022-03-26,60.0
2022-03-27,55.2
2022-03-28,49.6
2022-03-29,58.4
2022-03-30,60.8
2022-03-31,56.79999
2022-04-01,45.6
2022-04-02,44.0
2022-04-03,56.0
2022-04-04,60.0
2022-04-05,60.0
2022-04-06,52.8
2022-04-07,56.0
2022-04-08,52.0
2022-04-09,41.6
2022-04-10,56.79999
2022-04-11,45.6
2022-04-12,52.0
2022-04-13,51.2
2022-04-14,39.2
2022-04-15,52.8
2022-04-16,88.0
2022-04-17,71.2
2022-04-18,73.6
2022-04-19,56.0
2022-04-20,65.6
2022-04-21,61.6
2022-04-22,77.6
2022-04-23,69.59999
2022-04-24,73.6
2022-04-25,68.79999
2022-04-26,64.8
2022-04-27,62.4
2022-04-28,64.0
2022-04-29,66.4
2022-04-30,58.4
2022-05-01,62.4
2022-05-02,61.6
2022-05-03,58.4
2022-05-04,64.0
2022-05-05,56.0
2022-05-06,66.4
2022-05-07,55.2
2022-05-08,69.59999
2022-05-09,67.2
2022-05-10,65.6
2022-05-11,72.8
2022-05-12,80.8
2022-05-13,56.0
2022-05-14,59.2
2022-05-15,71.2
2022-05-16,66.4
2022-05-17,58.4
2022-05-18,49.6
2022-05-19,47.2
2022-05-20,42.4
2022-05-21,58.4
2022-05-22,52.0
2022-05-23,52.0
2022-05-24,48.0
2022-05-25,50.4
2022-05-26,60.0
2022-05-27,49.6
2022-05-28,37.6
2022-05-29,52.8
2022-05-30,68.0
2022-05-31,46.4
2022-06-01,61.6
2022-06-02,56.79999
2022-06-03,44.8
2022-06-04,55.2
2022-06-05,65.6
2022-06-06,50.4
2022-06-07,67.2
2022-06-08,44.8
2022-06-09,48.8
2022-06-10,51.2
2022-06-11,43.2
2022-06-12,58.4
2022-06-13,62.4
2022-06-14,53.6
2022-06-15,40.79999
2022-06-16,56.79999
2022-06-17,47.2
2022-06-18,32.0
2022-06-19,64.0
2022-06-20,69.59999
2022-06-21,39.2
2022-06-22,56.0
2022-06-23,64.8
2022-06-24,42.4
2022-06-25,48.8
2022-06-26,61.6
2022-06-27,60.8
2022-06-28,60.8
2022-06-29,56.0
2022-06-30,52.0
2022-07-01,44.0
2022-07-02,48.0
2022-07-03,44.0
2022-07-04,41.6
2022-07-05,44.0
2022-07-06,42.4
2022-07-07,50.4
2022-07-08,55.2
2022-07-09,40.79999
2022-07-10,44.0
2022-07-11,61.6
2022-07-12,40.79999
2022-07-13,45.6
2022-07-14,44.8
2022-07-15,47.2
2022-07-16,45.6
2022-07-17,40.0
2022-07-18,53.6
2022-07-19,41.6
2022-07-20,46.4
2022-07-21,37.6
2022-07-22,41.6
2022-07-23,43.2
2022-07-24,28.8
2022-07-25,40.0
2022-07-26,52.8
2022-07-27,44.0
2022-07-28,45.6
2022-07-29,49.6
2022-07-30,45.6
2022-07-31,40.0
2022-08-01,37.6
2022-08-02,61.6
2022-08-03,52.8
2022-08-04,41.6
2022-08-05,62.4
2022-08-06,42.4
2022-08-07,45.6
2022-08-08,56.0
2022-08-09,36.8
2022-08-10,56.0
2022-08-11,44.8
2022-08-12,41.6
2022-08-13,27.2
2022-08-14,55.2
2022-08-15,56.79999
2022-08-16,44.8
2022-08-17,52.8
2022-08-18,40.79999
2022-08-19,34.39999
2022-08-20,32.8
2022-08-21,62.4
2022-08-22,41.6
2022-08-23,48.8
2022-08-24,30.4
2022-08-25,46.4
2022-08-26,32.8
2022-08-27,40.79999
2022-08-28,29.6
2022-08-29,48.0
2022-08-30,43.2
2022-08-31,51.2
2022-09-01,48.0
2022-09-02,39.2
2022-09-03,43.2
2022-09-04,42.4
2022-09-05,63.2
2022-09-06,37.6
2022-09-07,56.79999
2022-09-08,26.4
2022-09-09,25.6
2022-09-10,36.0
2022-09-11,46.4
2022-09-12,42.4
2022-09-13,58.4
2022-09-14,54.4
2022-09-15,57.6
2022-09-16,36.0
2022-09-17,35.2
2022-09-18,52.8
2022-09-19,45.6
2022-09-20,51.2
2022-09-21,37.6
2022-09-22,44.0
2022-09-23,43.2
2022-09-24,31.2
2022-09-25,48.8
2022-09-26,50.4
2022-09-27,48.0
2022-09-28,48.0
2022-09-29,69.59999
2022-09-30,40.79999
2022-10-01,26.4
2022-10-02,46.4
2022-10-03,59.2
2022-10-04,49.6
2022-10-05,42.4
2022-10-06,49.6
2022-10-07,46.4
2022-10-08,25.6
2022-10-09,55.2
2022-10-10,37.6
2022-10-11,63.2
2022-10-12,32.8
2022-10-13,55.2
2022-10-14,32.8
2022-10-15,40.0
2022-10-16,40.79999
2022-10-17,52.0
2022-10-18,45.6
2022-10-19,31.2
2022-10-20,38.4
2022-10-21,34.39999
2022-10-22,22.4
2022-10-23,43.2
2022-10-24,49.6
2022-10-25,42.4
2022-10-26,43.2
2022-10-27,55.2
2022-10-28,30.4
2022-10-29,28.8
2022-10-30,26.4
2022-10-31,41.6
2022-11-01,35.2
2022-11-02,27.2
2022-11-03,39.2
2022-11-04,44.0
2022-11-05,26.4
2022-11-06,27.2
2022-11-07,45.6
2022-11-08,35.2
2022-11-09,38.4
2022-11-10,40.79999
2022-11-11,27.2
2022-11-12,32.8
2022-11-13,36.0
2022-11-14,42.4
2022-11-15,45.6
2022-11-16,41.6
2022-11-17,30.4
2022-11-18,33.6
2022-11-19,36.8
2022-11-20,36.8
2022-11-21,42.4
2022-11-22,53.6
2022-11-23,49.6
2022-11-24,36.0
2022-11-25,27.2
2022-11-26,28.8
2022-11-27,27.2
2022-11-28,39.2
2022-11-29,38.4
2022-11-30,52.0
2022-12-01,36.8
2022-12-02,51.2
2022-12-03,20.0
2022-12-04,32.0
2022-12-05,55.2
2022-12-06,40.0
2022-12-07,32.0
2022-12-08,42.4
2022-12-09,35.2
2022-12-10,49.6
2022-12-11,58.4
2022-12-12,44.8
2022-12-13,38.4
2022-12-14,40.79999
2022-12-15,40.0
2022-12-16,58.4
2022-12-17,35.2
2022-12-18,39.2
2022-12-19,48.8
2022-12-20,45.6
2022-12-21,42.4
2022-12-22,42.4
2022-12-23,36.0
2022-12-24,56.79999
2022-12-25,36.0
2022-12-26,48.8
2022-12-27,53.6
2022-12-28,51.2
2022-12-29,47.2
2022-12-30,45.6
2022-12-31,35.2
2023-01-01,36.8
2023-01-02,46.4
2023-01-03,52.0
2023-01-04,61.6
2023-01-05,46.4
2023-01-06,40.0
2023-01-07,41.6
2023-01-08,65.6
2023-01-09,55.2
2023-01-10,48.8
2023-01-11,47.2
2023-01-12,51.2
2023-01-13,51.2
2023-01-14,49.6
2023-01-15,55.2
2023-01-16,71.2
2023-01-17,58.4
2023-01-18,36.0
2023-01-19,44.8
2023-01-20,56.79999
2023-01-21,36.8
2023-01-22,40.79999
2023-01-23,49.6
2023-01-24,74.4
2023-01-25,44.0
2023-01-26,57.6
2023-01-27,55.2
2023-01-28,41.6
2023-01-29,61.6
2023-01-30,56.79999
2023-01-31,66.4
2023-02-01,62.4
2023-02-02,49.6
2023-02-03,56.79999
2023-02-04,34.39999
2023-02-05,48.8
2023-02-06,59.2
2023-02-07,48.0
2023-02-08,52.0
2023-02-09,38.4
2023-02-10,54.4
2023-02-11,49.6
2023-02-12,44.0
2023-02-13,46.4
2023-02-14,48.8
2023-02-15,56.79999
2023-02-16,51.2
2023-02-17,40.79999
2023-02-18,32.0
2023-02-19,48.8
2023-02-20,48.8
2023-02-21,72.0
2023-02-22,57.6
2023-02-23,64.0
2023-02-24,41.6
2023-02-25,44.8
2023-02-26,52.8
2023-02-27,45.6
2023-02-28,50.4
2023-03-01,46.4
2023-03-02,60.0
2023-03-03,36.8
2023-03-04,47.2
2023-03-05,52.8
2023-03-06,44.8
2023-03-07,40.79999
2023-03-08,33.6
2023-03-09,36.8
2023-03-10,44.8
2023-03-11,27.2
2023-03-12,43.2
2023-03-13,41.6
2023-03-14,56.0
2023-03-15,39.2
2023-03-16,48.0
2023-03-17,48.8
2023-03-18,40.0
2023-03-19,43.2
2023-03-20,43.2
2023-03-21,50.4
2023-03-22,49.6
2023-03-23,44.8
2023-03-24,50.4
2023-03-25,47.2
2023-03-26,39.2
2023-03-27,44.0
2023-03-28,44.0
2023-03-29,44.0
2023-03-30,39.2
2023-03-31,54.4
2023-04-01,41.6
2023-04-02,44.8
2023-04-03,35.2
2023-04-04,44.0
2023-04-05,39.2
2023-04-06,36.0
2023-04-07,43.2
2023-04-08,37.6
2023-04-09,33.6
2023-04-10,51.2
2023-04-11,57.6
2023-04-12,46.4
2023-04-13,44.8
2023-04-14,49.6
2023-04-15,56.79999
2023-04-16,43.2
2023-04-17,44.0
2023-04-18,47.2
2023-04-19,55.2
2023-04-20,44.0
2023-04-21,40.79999
2023-04-22,35.2
2023-04-23,38.4
2023-04-24,52.8
2023-04-25,58.4
2023-04-26,49.6
2023-04-27,36.0
2023-04-28,32.8
2023-04-29,34.39999
2023-04-30,50.4
2023-05-01,52.8
2023-05-02,44.8
2023-05-03,40.79999
2023-05-04,58.4
2023-05-05,51.2
2023-05-06,54.4
2023-05-07,37.6
2023-05-08,46.4
2023-05-09,48.8
2023-05-10,43.2
2023-05-11,51.2
2023-05-12,41.6
2023-05-13,30.4
2023-05-14,45.6
2023-05-15,32.8
2023-05-16,48.0
2023-05-17,45.6
2023-05-18,37.6
2023-05-19,56.79999
2023-05-20,28.0
2023-05-21,26.4
2023-05-22,46.4
2023-05-23,44.8
2023-05-24,44.8
2023-05-25,37.6
2023-05-26,36.0
2023-05-27,31.2
2023-05-28,35.2
2023-05-29,50.4
2023-05-30,37.6
2023-05-31,40.0
2023-06-01,44.0
2023-06-02,49.6
2023-06-03,25.6
2023-06-04,49.6
2023-06-05,32.8
2023-06-06,50.4
2023-06-07,41.6
2023-06-08,48.8
2023-06-09,26.4
2023-06-10,35.2
2023-06-11,33.6
2023-06-12,53.6
2023-06-13,42.4
2023-06-14,44.0
2023-06-15,47.2
2023-06-16,43.2
2023-06-17,43.2
2023-06-18,30.4
2023-06-19,33.6
2023-06-20,33.6
2023-06-21,40.79999
2023-06-22,33.6
2023-06-23,39.2
2023-06-24,21.6
2023-06-25,34.39999
2023-06-26,36.0
2023-06-27,36.8
2023-06-28,45.6
2023-06-29,40.0
2023-06-30,32.8
2023-07-01,25.6
2023-07-02,27.2
2023-07-03,35.2
2023-07-04,36.8
2023-07-05,33.6
2023-07-06,29.6
2023-07-07,31.2
2023-07-08,27.2
2023-07-09,39.2
2023-07-10,46.4
2023-07-11,40.0
2023-07-12,32.0
2023-07-13,30.4
2023-07-14,26.4
2023-07-15,33.6
2023-07-16,37.6
2023-07-17,34.39999
2023-07-18,37.6
2023-07-19,34.39999
2023-07-20,32.0
2023-07-21,38.4
2023-07-22,28.0
2023-07-23,35.2
2023-07-24,31.2
2023-07-25,25.6
2023-07-26,28.8
2023-07-27,50.4
2023-07-28,32.0
2023-07-29,32.0
2023-07-30,42.4
2023-07-31,36.8
2023-08-01,33.6
2023-08-02,22.4
2023-08-03,35.2
2023-08-04,31.2
2023-08-05,32.8
2023-08-06,34.39999
2023-08-07,27.2
2023-08-08,36.0
2023-08-09,40.79999
2023-08-10,40.0
2023-08-11,35.2
2023-08-12,40.79999
2023-08-13,41.6
2023-08-14,36.8
2023-08-15,25.6
2023-08-16,52.0
2023-08-17,31.2
2023-08-18,38.4
2023-08-19,40.0
2023-08-20,36.8
2023-08-21,41.6
2023-08-22,38.4
2023-08-23,47.2
2023-08-24,39.2
2023-08-25,22.4
2023-08-26,52.8
2023-08-27,59.2
2023-08-28,60.0
2023-08-29,33.6
2023-08-30,38.4
2023-08-31,34.39999
2023-09-01,32.8
2023-09-02,31.2
