date,금융상품
2021-04-29,38.5
2021-04-30,34.49999
2021-05-01,22.0
2021-05-02,18.0
2021-05-03,37.0
2021-05-04,32.5
2021-05-05,24.0
2021-05-06,45.0
2021-05-07,39.5
2021-05-08,25.5
2021-05-09,24.0
2021-05-10,40.5
2021-05-11,53.0
2021-05-12,56.0
2021-05-13,55.5
2021-05-14,42.0
2021-05-15,14.5
2021-05-16,28.49999
2021-05-17,34.49999
2021-05-18,43.0
2021-05-19,35.5
2021-05-20,76.5
2021-05-21,42.0
2021-05-22,22.5
2021-05-23,32.5
2021-05-24,57.5
2021-05-25,59.0
2021-05-26,57.5
2021-05-27,51.5
2021-05-28,48.0
2021-05-29,22.5
2021-05-30,33.5
2021-05-31,61.0
2021-06-01,45.5
2021-06-02,49.0
2021-06-03,40.99999
2021-06-04,37.0
2021-06-05,27.0
2021-06-06,48.0
2021-06-07,92.0
2021-06-08,73.5
2021-06-09,72.0
2021-06-10,81.99999
2021-06-11,73.0
2021-06-12,33.0
2021-06-13,31.0
2021-06-14,68.0
2021-06-15,66.0
2021-06-16,52.0
2021-06-17,50.0
2021-06-18,35.5
2021-06-19,20.49999
2021-06-20,25.0
2021-06-21,40.5
2021-06-22,30.0
2021-06-23,38.5
2021-06-24,35.5
2021-06-25,40.5
2021-06-26,13.0
2021-06-27,19.5
2021-06-28,24.5
2021-06-29,37.0
2021-06-30,31.5
2021-07-01,31.5
2021-07-02,26.0
2021-07-03,11.0
2021-07-04,12.0
2021-07-05,27.5
2021-07-06,37.0
2021-07-07,24.0
2021-07-08,29.5
2021-07-09,31.0
2021-07-10,19.5
2021-07-11,26.0
2021-07-12,47.0
2021-07-13,43.0
2021-07-14,45.0
2021-07-15,37.0
2021-07-16,28.49999
2021-07-17,12.5
2021-07-18,16.0
2021-07-19,27.5
2021-07-20,32.0
2021-07-21,22.5
2021-07-22,25.5
2021-07-23,19.5
2021-07-24,15.5
2021-07-25,18.0
2021-07-26,30.0
2021-07-27,38.5
2021-07-28,36.5
2021-07-29,27.5
2021-07-30,21.0
2021-07-31,10.0
2021-08-01,18.0
2021-08-02,25.0
2021-08-03,20.49999
2021-08-04,16.0
2021-08-05,16.0
2021-08-06,24.5
2021-08-07,16.5
2021-08-08,11.0
2021-08-09,26.0
2021-08-10,25.5
2021-08-11,36.5
2021-08-12,32.0
2021-08-13,24.5
2021-08-14,16.5
2021-08-15,15.0
2021-08-16,22.0
2021-08-17,23.0
2021-08-18,30.5
2021-08-19,34.0
2021-08-20,25.5
2021-08-21,14.5
2021-08-22,16.5
2021-08-23,38.0
2021-08-24,32.0
2021-08-25,40.0
2021-08-26,35.0
2021-08-27,35.5
2021-08-28,10.0
2021-08-29,21.0
2021-08-30,30.5
2021-08-31,37.0
2021-09-01,46.5
2021-09-02,45.5
2021-09-03,38.5
2021-09-04,22.0
2021-09-05,23.5
2021-09-06,46.0
2021-09-07,42.0
2021-09-08,72.5
2021-09-09,63.5
2021-09-10,47.5
2021-09-11,24.5
2021-09-12,33.0
2021-09-13,46.0
2021-09-14,51.5
2021-09-15,52.0
2021-09-16,47.0
2021-09-17,40.99999
2021-09-18,22.5
2021-09-19,16.5
2021-09-20,12.5
2021-09-21,13.0
2021-09-22,21.0
2021-09-23,44.5
2021-09-24,30.5
2021-09-25,20.0
2021-09-26,32.0
2021-09-27,54.0
2021-09-28,46.0
2021-09-29,46.0
2021-09-30,34.0
2021-10-01,31.5
2021-10-02,21.0
2021-10-03,17.5
2021-10-04,28.0
2021-10-05,33.0
2021-10-06,23.5
2021-10-07,45.0
2021-10-08,33.5
2021-10-09,20.49999
2021-10-10,25.0
2021-10-11,23.0
2021-10-12,50.5
2021-10-13,45.0
2021-10-14,31.5
2021-10-15,34.0
2021-10-16,15.5
2021-10-17,26.5
2021-10-18,49.5
2021-10-19,45.5
2021-10-20,41.5
2021-10-21,51.5
2021-10-22,39.0
2021-10-23,21.5
2021-10-24,34.49999
2021-10-25,50.5
2021-10-26,54.5
2021-10-27,35.0
2021-10-28,43.5
2021-10-29,25.5
2021-10-30,14.0
2021-10-31,19.5
2021-11-01,31.5
2021-11-02,42.0
2021-11-03,40.5
2021-11-04,44.0
2021-11-05,38.5
2021-11-06,19.0
2021-11-07,26.0
2021-11-08,38.5
2021-11-09,37.0
2021-11-10,44.5
2021-11-11,28.49999
2021-11-12,28.49999
2021-11-13,18.5
2021-11-14,28.0
2021-11-15,39.0
2021-11-16,40.5
2021-11-17,33.5
2021-11-18,26.0
2021-11-19,31.5
2021-11-20,23.0
2021-11-21,31.0
2021-11-22,44.0
2021-11-23,46.0
2021-11-24,46.5
2021-11-25,38.5
2021-11-26,43.0
2021-11-27,28.49999
2021-11-28,35.0
2021-11-29,47.0
2021-11-30,45.0
2021-12-01,50.0
2021-12-02,32.0
2021-12-03,34.49999
2021-12-04,13.0
2021-12-05,19.0
2021-12-06,24.0
2021-12-07,40.99999
2021-12-08,49.5
2021-12-09,60.5
2021-12-10,27.0
2021-12-11,23.5
2021-12-12,15.5
2021-12-13,27.0
2021-12-14,31.5
2021-12-15,36.0
2021-12-16,25.0
2021-12-17,30.5
2021-12-18,10.0
2021-12-19,21.5
2021-12-20,36.0
2021-12-21,37.5
2021-12-22,36.5
2021-12-23,30.5
2021-12-24,24.0
2021-12-25,10.5
2021-12-26,10.0
2021-12-27,29.0
2021-12-28,23.5
2021-12-29,28.0
2021-12-30,25.5
2021-12-31,20.49999
2022-01-01,12.0
2022-01-02,13.5
2022-01-03,20.49999
2022-01-04,25.0
2022-01-05,27.0
2022-01-06,18.5
2022-01-07,22.5
2022-01-08,18.0
2022-01-09,14.5
2022-01-10,26.5
2022-01-11,26.5
2022-01-12,20.0
2022-01-13,26.5
2022-01-14,22.0
2022-01-15,18.5
2022-01-16,17.5
2022-01-17,27.0
2022-01-18,38.0
2022-01-19,33.0
2022-01-20,18.0
2022-01-21,25.0
2022-01-22,13.5
2022-01-23,18.5
2022-01-24,33.0
2022-01-25,29.0
2022-01-26,27.0
2022-01-27,22.0
2022-01-28,23.5
2022-01-29,14.5
2022-01-30,10.5
2022-01-31,10.0
2022-02-01,15.0
2022-02-02,19.5
2022-02-03,26.5
2022-02-04,22.5
2022-02-05,18.0
2022-02-06,15.0
2022-02-07,29.0
2022-02-08,32.5
2022-02-09,39.5
2022-02-10,23.0
2022-02-11,22.5
2022-02-12,10.5
2022-02-13,13.0
2022-02-14,28.49999
2022-02-15,20.0
2022-02-16,21.0
2022-02-17,31.0
2022-02-18,28.0
2022-02-19,14.0
2022-02-20,12.5
2022-02-21,41.5
2022-02-22,34.0
2022-02-23,30.5
2022-02-24,21.0
2022-02-25,22.5
2022-02-26,15.0
2022-02-27,11.0
2022-02-28,21.5
2022-03-01,18.5
2022-03-02,31.0
2022-03-03,25.0
2022-03-04,21.0
2022-03-05,14.5
2022-03-06,21.5
2022-03-07,30.5
2022-03-08,22.0
2022-03-09,11.5
2022-03-10,14.5
2022-03-11,37.0
2022-03-12,17.0
2022-03-13,13.5
2022-03-14,23.5
2022-03-15,24.0
2022-03-16,44.0
2022-03-17,44.5
2022-03-18,24.5
2022-03-19,15.5
2022-03-20,38.0
2022-03-21,46.0
2022-03-22,38.0
2022-03-23,37.5
2022-03-24,33.5
2022-03-25,30.5
2022-03-26,19.0
2022-03-27,29.0
2022-03-28,46.0
2022-03-29,37.5
2022-03-30,34.0
2022-03-31,24.0
2022-04-01,16.5
2022-04-02,20.0
2022-04-03,36.0
2022-04-04,26.5
2022-04-05,30.5
2022-04-06,37.5
2022-04-07,25.0
2022-04-08,29.0
2022-04-09,14.0
2022-04-10,15.0
2022-04-11,32.5
2022-04-12,34.49999
2022-04-13,25.0
2022-04-14,39.0
2022-04-15,27.0
2022-04-16,15.5
2022-04-17,19.0
2022-04-18,30.5
2022-04-19,33.5
2022-04-20,48.0
2022-04-21,35.5
2022-04-22,28.0
2022-04-23,18.0
2022-04-24,29.0
2022-04-25,35.5
2022-04-26,32.5
2022-04-27,30.0
2022-04-28,22.5
2022-04-29,23.5
2022-04-30,18.5
2022-05-01,17.0
2022-05-02,33.5
2022-05-03,36.0
2022-05-04,31.5
2022-05-05,16.5
2022-05-06,21.0
2022-05-07,15.0
2022-05-08,19.0
2022-05-09,39.0
2022-05-10,45.5
2022-05-11,41.5
2022-05-12,56.99999
2022-05-13,45.0
2022-05-14,17.5
2022-05-15,27.0
2022-05-16,45.0
2022-05-17,45.5
2022-05-18,49.5
2022-05-19,47.0
2022-05-20,32.0
2022-05-21,17.5
2022-05-22,32.5
2022-05-23,62.5
2022-05-24,68.5
2022-05-25,68.0
2022-05-26,58.5
2022-05-27,45.0
2022-05-28,18.0
2022-05-29,28.0
2022-05-30,38.5
2022-05-31,39.0
2022-06-01,22.5
2022-06-02,40.0
2022-06-03,35.5
2022-06-04,21.0
2022-06-05,24.0
2022-06-06,26.0
2022-06-07,60.0
2022-06-08,53.5
2022-06-09,48.5
2022-06-10,53.0
2022-06-11,25.5
2022-06-12,36.5
2022-06-13,56.49999
2022-06-14,53.5
2022-06-15,68.99999
2022-06-16,68.5
2022-06-17,52.5
2022-06-18,13.5
2022-06-19,22.0
2022-06-20,36.5
2022-06-21,47.5
2022-06-22,33.5
2022-06-23,37.5
2022-06-24,27.0
2022-06-25,16.0
2022-06-26,15.5
2022-06-27,30.0
2022-06-28,34.49999
2022-06-29,25.0
2022-06-30,23.5
2022-07-01,26.0
2022-07-02,14.5
2022-07-03,15.0
2022-07-04,48.0
2022-07-05,46.5
2022-07-06,47.5
2022-07-07,45.0
2022-07-08,22.5
2022-07-09,10.5
2022-07-10,11.5
2022-07-11,34.0
2022-07-12,33.5
2022-07-13,40.5
2022-07-14,41.5
2022-07-15,34.49999
2022-07-16,11.0
2022-07-17,14.0
2022-07-18,29.5
2022-07-19,25.5
2022-07-20,22.5
2022-07-21,34.0
2022-07-22,17.5
2022-07-23,14.5
2022-07-24,12.5
2022-07-25,24.5
2022-07-26,27.0
2022-07-27,28.49999
2022-07-28,22.5
2022-07-29,22.0
2022-07-30,10.5
2022-07-31,12.0
2022-08-01,21.5
2022-08-02,25.5
2022-08-03,24.5
2022-08-04,19.0
2022-08-05,24.0
2022-08-06,13.5
2022-08-07,13.5
2022-08-08,18.5
2022-08-09,20.0
2022-08-10,28.49999
2022-08-11,23.0
2022-08-12,22.0
2022-08-13,13.0
2022-08-14,5.0
2022-08-15,17.0
2022-08-16,27.5
2022-08-17,33.0
2022-08-18,31.0
2022-08-19,24.0
2022-08-20,7.5
2022-08-21,10.5
2022-08-22,36.5
2022-08-23,32.5
2022-08-24,51.0
2022-08-25,43.5
2022-08-26,35.5
2022-08-27,13.0
2022-08-28,11.0
2022-08-29,27.5
2022-08-30,31.5
2022-08-31,26.0
2022-09-01,33.5
2022-09-02,38.5
2022-09-03,21.0
2022-09-04,34.0
2022-09-05,56.99999
2022-09-06,81.49999
2022-09-07,75.0
2022-09-08,42.0
2022-09-09,10.0
2022-09-10,11.5
2022-09-11,12.0
2022-09-12,19.5
2022-09-13,44.5
2022-09-14,42.5
2022-09-15,46.5
2022-09-16,45.0
2022-09-17,20.49999
2022-09-18,29.0
2022-09-19,48.5
2022-09-20,38.0
2022-09-21,50.5
2022-09-22,60.0
2022-09-23,39.5
2022-09-24,15.0
2022-09-25,23.5
2022-09-26,42.5
2022-09-27,38.5
2022-09-28,29.0
2022-09-29,38.5
2022-09-30,28.49999
2022-10-01,14.5
2022-10-02,20.0
2022-10-03,25.0
2022-10-04,37.5
2022-10-05,34.49999
2022-10-06,47.0
2022-10-07,30.5
2022-10-08,18.0
2022-10-09,21.5
2022-10-10,24.5
2022-10-11,40.5
2022-10-12,43.0
2022-10-13,40.99999
2022-10-14,40.99999
2022-10-15,33.5
2022-10-16,34.0
2022-10-17,39.5
2022-10-18,54.0
2022-10-19,56.49999
2022-10-20,42.5
2022-10-21,45.5
2022-10-22,21.5
2022-10-23,29.0
2022-10-24,55.5
2022-10-25,36.0
2022-10-26,49.0
2022-10-27,48.5
2022-10-28,39.0
2022-10-29,20.49999
2022-10-30,19.0
2022-10-31,36.0
2022-11-01,50.5
2022-11-02,42.0
2022-11-03,45.0
2022-11-04,45.5
2022-11-05,17.0
2022-11-06,31.0
2022-11-07,56.49999
2022-11-08,51.0
2022-11-09,52.5
2022-11-10,38.0
2022-11-11,51.0
2022-11-12,15.5
2022-11-13,21.0
2022-11-14,37.5
2022-11-15,45.0
2022-11-16,39.5
2022-11-17,39.0
2022-11-18,37.5
2022-11-19,19.0
2022-11-20,20.49999
2022-11-21,49.0
2022-11-22,35.0
2022-11-23,38.5
2022-11-24,42.0
2022-11-25,39.0
2022-11-26,13.0
2022-11-27,22.0
2022-11-28,45.0
2022-11-29,34.0
2022-11-30,44.0
2022-12-01,38.5
2022-12-02,30.5
2022-12-03,14.0
2022-12-04,19.5
2022-12-05,36.0
2022-12-06,36.0
2022-12-07,43.0
2022-12-08,42.5
2022-12-09,29.0
2022-12-10,14.5
2022-12-11,20.0
2022-12-12,31.0
2022-12-13,29.5
2022-12-14,26.0
2022-12-15,34.0
2022-12-16,25.5
2022-12-17,14.0
2022-12-18,21.5
2022-12-19,31.5
2022-12-20,36.0
2022-12-21,37.5
2022-12-22,42.5
2022-12-23,29.5
2022-12-24,15.0
2022-12-25,10.5
2022-12-26,26.5
2022-12-27,37.0
2022-12-28,18.0
2022-12-29,22.5
2022-12-30,24.0
2022-12-31,7.5
2023-01-01,13.5
2023-01-02,29.0
2023-01-03,26.0
2023-01-04,23.5
2023-01-05,28.49999
2023-01-06,16.0
2023-01-07,9.5
2023-01-08,18.5
2023-01-09,24.0
2023-01-10,26.5
2023-01-11,30.0
2023-01-12,27.0
2023-01-13,28.49999
2023-01-14,15.5
2023-01-15,9.5
2023-01-16,25.5
2023-01-17,31.0
2023-01-18,29.0
2023-01-19,33.5
2023-01-20,20.49999
2023-01-21,11.0
2023-01-22,11.0
2023-01-23,13.0
2023-01-24,16.0
2023-01-25,21.5
2023-01-26,25.5
2023-01-27,31.0
2023-01-28,12.0
2023-01-29,17.0
2023-01-30,22.5
2023-01-31,21.5
2023-02-01,25.0
2023-02-02,32.0
2023-02-03,19.5
2023-02-04,12.0
2023-02-05,13.5
2023-02-06,29.5
2023-02-07,30.0
2023-02-08,20.49999
2023-02-09,25.0
2023-02-10,24.5
2023-02-11,7.0
2023-02-12,7.5
2023-02-13,27.5
2023-02-14,34.0
2023-02-15,28.0
2023-02-16,27.0
2023-02-17,21.0
2023-02-18,15.0
2023-02-19,12.0
2023-02-20,22.5
2023-02-21,23.5
2023-02-22,25.0
2023-02-23,25.5
2023-02-24,23.5
2023-02-25,9.5
2023-02-26,11.0
2023-02-27,22.5
2023-02-28,22.5
2023-03-01,17.0
2023-03-02,26.5
2023-03-03,17.5
2023-03-04,12.0
2023-03-05,11.5
2023-03-06,28.0
2023-03-07,31.5
2023-03-08,35.5
2023-03-09,37.0
2023-03-10,26.5
2023-03-11,9.0
2023-03-12,9.0
2023-03-13,28.49999
2023-03-14,30.0
2023-03-15,30.5
2023-03-16,27.5
2023-03-17,26.5
2023-03-18,11.5
2023-03-19,13.0
2023-03-20,25.5
2023-03-21,20.49999
2023-03-22,35.0
2023-03-23,30.5
2023-03-24,21.0
2023-03-25,15.5
2023-03-26,15.0
2023-03-27,33.5
2023-03-28,40.99999
2023-03-29,42.5
2023-03-30,55.5
2023-03-31,27.0
2023-04-01,11.5
2023-04-02,24.0
2023-04-03,37.0
2023-04-04,62.0
2023-04-05,65.0
2023-04-06,41.5
2023-04-07,32.0
2023-04-08,20.0
2023-04-09,20.0
2023-04-10,71.5
2023-04-11,45.5
2023-04-12,42.0
2023-04-13,28.49999
2023-04-14,45.0
2023-04-15,11.0
2023-04-16,20.49999
2023-04-17,30.5
2023-04-18,37.5
2023-04-19,32.0
2023-04-20,30.5
2023-04-21,27.0
2023-04-22,18.0
2023-04-23,15.5
2023-04-24,36.0
2023-04-25,27.5
2023-04-26,30.0
2023-04-27,23.0
2023-04-28,13.0
2023-04-29,13.0
2023-04-30,19.5
2023-05-01,29.0
2023-05-02,26.5
2023-05-03,44.0
2023-05-04,36.0
2023-05-05,16.5
2023-05-06,15.0
2023-05-07,15.5
2023-05-08,43.0
2023-05-09,36.5
2023-05-10,46.5
2023-05-11,41.5
2023-05-12,45.0
2023-05-13,22.5
2023-05-14,32.5
2023-05-15,56.99999
2023-05-16,46.0
2023-05-17,37.0
2023-05-18,40.99999
2023-05-19,36.5
2023-05-20,17.0
2023-05-21,22.5
2023-05-22,55.0
2023-05-23,52.0
2023-05-24,44.5
2023-05-25,37.5
2023-05-26,40.5
2023-05-27,18.0
2023-05-28,14.5
2023-05-29,30.5
2023-05-30,50.5
2023-05-31,66.0
2023-06-01,35.5
2023-06-02,38.5
2023-06-03,13.5
2023-06-04,17.5
2023-06-05,25.5
2023-06-06,40.99999
2023-06-07,68.99999
2023-06-08,53.0
2023-06-09,32.5
2023-06-10,27.0
2023-06-11,24.5
2023-06-12,48.0
2023-06-13,40.5
2023-06-14,45.0
2023-06-15,49.0
2023-06-16,45.0
2023-06-17,16.5
2023-06-18,25.5
2023-06-19,37.5
2023-06-20,67.0
2023-06-21,44.0
2023-06-22,40.99999
2023-06-23,50.0
2023-06-24,16.5
2023-06-25,15.0
2023-06-26,31.0
2023-06-27,36.0
2023-06-28,27.5
2023-06-29,31.0
2023-06-30,21.5
2023-07-01,11.5
2023-07-02,15.0
2023-07-03,32.0
2023-07-04,32.0
2023-07-05,27.5
2023-07-06,44.0
2023-07-07,40.0
2023-07-08,9.5
2023-07-09,14.5
2023-07-10,37.0
2023-07-11,39.0
2023-07-12,39.0
2023-07-13,31.5
2023-07-14,22.0
2023-07-15,10.0
2023-07-16,15.0
2023-07-17,30.5
2023-07-18,26.0
2023-07-19,28.49999
2023-07-20,22.5
2023-07-21,21.0
2023-07-22,9.5
2023-07-23,18.0
2023-07-24,18.5
2023-07-25,24.0
2023-07-26,32.0
2023-07-27,15.0
2023-07-28,25.0
2023-07-29,4.0
2023-07-30,7.0
2023-07-31,18.5
2023-08-01,19.5
2023-08-02,25.5
2023-08-03,24.0
2023-08-04,20.0
2023-08-05,3.5
2023-08-06,15.5
2023-08-07,23.0
2023-08-08,23.0
2023-08-09,22.0
2023-08-10,22.5
2023-08-11,15.5
2023-08-12,9.0
2023-08-13,8.0
2023-08-14,19.0
2023-08-15,8.5
2023-08-16,18.0
2023-08-17,34.0
2023-08-18,29.5
2023-08-19,10.5
2023-08-20,15.0
2023-08-21,38.0
2023-08-22,46.0
2023-08-23,35.0
2023-08-24,45.5
2023-08-25,34.0
2023-08-26,10.0
2023-08-27,14.0
2023-08-28,29.0
2023-08-29,31.5
2023-08-30,26.5
2023-08-31,39.5
2023-09-01,25.0
2023-09-02,18.5
2023-09-03,15.5
2023-09-04,35.0
